"","age","ed","union","employ","income","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","cars","carown","carbuy","commute","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","card2fee","card2tenure","carditems","card2items","card2spent","active","tenure","churn","longmon","lnlongmon","longten","tollfree","tollmon","lntollmon","tollten","lntollten","equip","equipmon","equipten","callcard","cardmon","lncardmon","cardten","lncardten","wireless","wiremon","lnwiremon","wireten","lnwireten","multline","voice","pager","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","townsize","gender","birthmonth","jobcat","retire","hometype","addresscat","cartype","carvalue","carbought","card2","card2type","card2benefit","bfast","internet","Customer_cat"
"1399",21,15,1,0,29,10.3,0.41,-0.89,2.58,0.95,0,2,1,10,1,7,10,2,0,0,0,0,0,8,1,3,1,1,1,27,1,0,0,1,0,0,1,0,0,0,3,5,1,0,0,2,1,3,0,3,0,3,13,2,36.54,1,16,0,7.15,1.97,106.95,1,31,3.43,507.1,6.23,0,0,0,1,18.25,2.9,255,5.54,0,0,2.72,0,5.48,0,0,0,1,1,1,1,0,1,22,1,1,1,1,1,0,0,0,0,0,0,0,"3","1","September","2","0","1","1","0","13.9","0","4","4","2","3","0","medium_spend_cust"
"1414",18,13,0,0,24,10.4,1.52,0.42,0.98,-0.02,1,1,0,-1,-1,2,1,1,0,0,0,0,0,0,0,3,1,0,1,19,1,0,1,0,1,0,0,1,0,0,9,6,0,1,0,3,3,3,0,0,1,0,9,5,78.45,1,1,0,6.6,1.89,6.6,1,24.75,3.21,24.75,3.21,0,0,0,1,35.25,3.56,35.25,3.56,0,0,2.64,0,2.7,0,0,0,1,1,1,1,0,1,16,1,1,1,0,0,0,0,0,1,0,0,0,"2","0","January","1","0","2","1","1","14.4","1","1","3","4","3","0","medium_spend_cust"
"1416",24,12,0,4,15,7.3,0.53,-0.63,0.56,-0.58,1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,4,1,0,1,31,1,0,0,1,0,0,0,1,0,1,9,5,0,0,0,3,2,4,0,1,0,1,6,7,116.88,1,3,0,1.95,0.67,3.15,0,0,2.4,0,4.15,0,0,0,1,10.25,2.33,20,3,0,0,2.68,0,4.08,0,0,0,0,0,0,0,0,1,18,0,0,1,1,1,1,0,0,0,0,0,1,"1","0","June","3","0","2","1","1","6.4","1","4","4","2","3","0","low_spend_cust"
"1417",54,21,0,7,108,5.4,0.11,-2.2,5.72,1.74,0,4,1,17,4,2,0,0,0,0,0,0,0,0,0,5,1,0,1,27,1,0,0,1,1,0,0,0,0,1,9,2,1,0,1,4,3,3,1,7,0,5,1,2,107.41,0,12,1,8.2,2.1,95,1,17.25,2.85,208.5,5.34,1,51.45,576.95,1,65.5,4.18,660,6.49,1,74.85,4.32,765.45,6.64,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,0,0,0,"4","0","November","1","0","2","3","1","46","0","3","4","1","2","4","low_spend_cust"
"1419",24,18,0,0,42,1.6,0.09,-2.41,0.58,-0.54,0,1,0,-1,-1,2,4,0,0,0,0,0,0,4,1,2,1,0,10,21,1,0,0,1,0,0,0,0,0,1,9,3,0,0,1,4,3,2,0,2,0,1,10,2,29.73,0,3,0,1.75,0.56,7.55,0,0,2.17,0,2.46,1,28.05,56.85,0,0,1.18,0,1.66,1,20.45,3.02,33.25,3.5,1,0,1,0,0,0,0,1,1,19,1,1,1,1,1,1,1,0,0,0,0,0,"1","0","September","2","0","1","1","0","24.7","0","1","2","3","3","3","low_spend_cust"
"1427",33,9,0,2,23,15.7,0.89,-0.11,2.72,1,1,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,21,1,0,0,1,0,1,0,1,0,0,9,4,0,1,1,4,1,4,0,15,1,13,9,9,305.4,0,31,0,8,2.08,249.8,0,0,2.46,0,4.74,0,0,0,0,0,1.39,0,3.91,0,0,2.68,0,4.96,0,0,0,1,0,0,0,0,1,14,1,1,1,0,0,0,0,0,0,0,0,0,"2","1","October","2","0","1","3","1","7.5","0","1","4","3","1","0","medium_spend_cust"
"1442",75,10,0,25,22,10.6,0.35,-1.05,1.98,0.68,0,3,0,-1,-1,1,10,1,0,0,0,0,0,9,1,2,0,0,10,25,0,0,0,1,0,0,0,0,0,1,9,6,0,0,0,3,3,1,0,39,0,29,9,5,115.72,0,71,0,38.4,3.65,2708.5,1,60.25,4.1,4358.7,8.38,0,0,0,1,17,2.83,1190,7.08,1,38.2,3.64,2867.65,7.96,1,0,0,1,1,1,1,0,1,15,1,1,1,1,0,0,0,0,1,0,0,0,"2","1","April","6","1","3","5","0","7.4","0","1","3","1","2","0","medium_spend_cust"
"1448",72,13,0,39,12,4.2,0.24,-1.44,0.27,-1.32,0,4,1,13,2,2,2,2,0,0,0,0,0,0,1,4,0,1,1,27,1,0,0,0,0,0,0,0,0,0,9,4,0,0,1,4,4,4,0,40,0,30,14,1,17.44,0,72,0,74.95,4.32,5496.25,0,0,2.79,0,6.94,0,0,0,1,31,3.43,2245,7.72,0,0,3.03,0,7.16,1,0,0,0,0,0,0,0,1,24,1,1,1,0,0,0,0,0,1,0,0,0,"2","0","December","4","1","3","5","1","6.7","0","2","2","2","2","0","medium_spend_cust"
"1450",24,12,0,4,21,1.9,0.12,-2.08,0.27,-1.29,0,4,1,11,1,5,2,0,2,0,0,0,0,0,0,2,1,0,3,29,1,1,1,1,0,0,0,0,0,0,9,6,0,0,0,2,2,3,0,6,0,4,12,4,102.3,0,19,0,6.45,1.86,112.45,0,0,2.46,0,5.74,1,28.55,509.95,1,12,2.48,230,5.44,1,23.3,3.15,440.15,6.09,0,1,0,1,0,0,0,1,1,17,1,1,1,0,1,1,1,0,0,0,0,0,"1","1","October","5","0","1","1","1","10.5","1","5","2","1","1","1","medium_spend_cust"
"1478",63,8,1,34,37,0.9,0.2,-1.62,0.14,-2,0,5,0,-1,-1,1,1,1,0,0,0,0,0,0,1,2,1,0,1,28,1,1,1,0,1,0,0,0,0,0,2,6,1,0,1,3,2,3,0,39,0,30,10,7,165.9,0,72,0,35.45,3.57,2453.45,0,0,2.6,0,6.86,0,0,0,1,41,3.71,2770,7.93,0,0,3.05,0,7.29,1,0,0,0,0,0,0,0,1,26,1,1,1,0,0,0,0,0,1,0,0,0,"2","1","February","5","1","1","5","1","19.4","0","5","4","2","2","0","medium_spend_cust"
"1483",22,17,0,0,20,6.9,0.57,-0.57,0.81,-0.21,0,2,0,-1,-1,3,0,0,0,0,0,0,0,0,0,3,0,0,1,18,1,0,0,0,0,0,0,0,0,1,4,3,1,0,1,2,1,3,0,4,0,4,9,3,69.01,1,23,1,12.3,2.51,254.35,1,15.25,2.72,333.4,5.81,0,0,0,0,0,1.98,0,4.87,1,22.8,3.13,461.65,6.13,0,0,0,1,1,1,1,1,1,24,1,1,1,1,1,0,1,0,0,1,0,0,"3","1","September","1","0","2","1","0","9.8","0","3","1","4","1","2","low_spend_cust"
"1493",51,14,0,4,27,9,1.36,0.3,1.07,0.07,1,3,1,12,2,4,8,0,2,0,0,0,0,6,1,1,1,1,8,13,1,0,0,1,0,0,0,1,0,0,9,5,1,0,0,3,2,4,0,33,0,28,15,7,204.74,1,69,0,28.55,3.35,1893.25,1,19.5,2.97,1351.05,7.21,0,0,0,1,10,2.3,675,6.51,0,0,3.06,0,7.33,1,0,0,0,0,0,0,0,1,17,1,1,1,0,0,0,0,0,1,0,0,0,"1","1","March","2","0","1","4","0","13.8","0","2","1","4","1","0","medium_spend_cust"
"1498",52,10,0,18,67,4.1,0.6,-0.51,2.15,0.76,0,4,1,6,1,5,0,0,0,0,0,0,0,0,1,1,1,1,8,36,0,0,0,0,0,0,0,1,0,0,9,4,0,1,0,5,4,3,0,6,0,2,12,7,494.57,1,9,0,4.85,1.58,41.55,1,20,3,189.45,5.24,0,0,0,0,0,1.98,0,4.25,0,0,2.64,0,5.16,0,0,0,0,1,0,0,0,1,16,1,1,1,0,0,0,1,0,1,1,0,0,"4","0","June","3","0","1","4","0","31.1","0","2","4","2","3","0","medium_spend_cust"
"1499",42,14,0,13,91,8.2,1.71,0.54,5.75,1.75,0,4,1,17,4,2,0,0,0,0,0,0,0,0,1,2,1,1,1,20,1,1,1,0,1,0,0,0,0,0,9,6,1,0,1,4,3,4,1,11,0,8,13,4,120.15,1,16,0,5.55,1.71,88.75,0,0,2.28,0,4.57,0,0,0,0,0,1.5,0,3.32,0,0,2.54,0,4.6,1,0,0,0,0,0,1,0,1,14,1,1,1,0,0,1,1,0,0,0,1,0,"3","1","March","3","0","1","3","1","50.1","0","1","4","3","3","0","medium_spend_cust"
"1502",51,9,0,22,57,0.7,0.08,-2.47,0.31,-1.16,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,8,32,0,1,0,0,0,0,0,1,0,0,9,6,1,0,1,4,1,4,0,33,0,27,6,2,64.7,1,68,0,31.9,3.46,2163,1,46.5,3.84,3038.45,8.02,0,0,0,1,20.25,3.01,1380,7.23,0,0,3.04,0,7.31,1,0,0,1,1,1,1,0,1,15,1,1,1,0,0,0,0,0,1,0,0,0,"5","1","October","4","0","2","3","1","20.2","1","3","1","3","1","0","low_spend_cust"
"1504",56,20,0,6,48,17.9,4.2,1.44,4.39,1.48,0,4,1,20,5,4,12,2,0,0,0,0,0,10,0,2,1,0,1,28,1,0,1,0,1,0,0,1,0,0,9,4,1,0,1,1,2,4,1,25,0,16,6,9,433.19,0,36,0,7.35,1.99,276,0,0,2.48,0,5.88,1,35.9,1240.6,1,24.25,3.19,855,6.75,1,37.05,3.61,1338.15,7.2,1,1,0,0,0,1,1,1,1,19,1,1,1,1,1,0,1,0,1,0,0,0,"4","1","May","1","0","1","5","0","24.7","0","4","1","1","3","3","medium_spend_cust"
"1508",21,12,1,1,20,1.7,0.05,-3.1,0.29,-1.22,0,1,1,9,1,4,3,0,1,0,0,0,0,2,1,1,1,0,3,24,0,0,1,0,1,0,0,0,0,0,9,4,0,1,1,3,4,4,1,3,0,3,9,1,11.06,1,18,1,5.15,1.64,82.8,1,25.25,3.23,488.9,6.19,0,0,0,0,0,1.91,0,4.83,0,0,2.54,0,5.38,0,0,0,1,1,0,1,0,1,18,1,1,1,0,0,1,0,0,0,0,1,0,"2","0","November","1","0","1","1","0","9","1","5","4","4","1","0","low_spend_cust"
"1510",23,12,1,3,28,6.4,0.72,-0.34,1.08,0.07,0,1,0,-1,-1,1,7,0,0,0,0,0,0,7,0,0,-1,1,8,30,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,1,4,3,0,6,0,6,5,5,114.81,0,10,0,7.15,1.97,72.8,1,48.75,3.89,548.85,6.31,0,0,0,1,10.75,2.37,95,4.55,1,32.4,3.48,258.1,5.55,0,1,1,1,1,1,1,0,1,23,1,1,1,1,1,1,1,0,0,0,0,0,"4","0","May","6","0","2","1","-1","-1","-1","2","4","4","3","3","medium_spend_cust"
"1511",40,15,0,2,33,10.7,0.78,-0.25,2.75,1.01,0,2,1,15,3,4,18,0,4,0,1,0,5,8,0,2,0,0,1,20,1,0,1,1,0,0,0,0,0,0,1,5,1,0,1,4,2,3,0,17,0,16,18,3,40.78,1,46,0,6.25,1.83,299.05,0,0,2.51,0,6.23,0,0,0,1,12.25,2.51,530,6.27,0,0,2.7,0,6.45,1,0,0,0,0,0,0,0,1,14,1,1,1,0,0,0,0,0,1,0,0,0,"1","0","June","1","0","2","3","0","22.2","1","3","3","1","3","0","medium_spend_cust"
"1512",72,10,0,32,88,29.2,9.92,2.29,15.78,2.76,0,5,1,10,1,2,1,0,1,0,0,0,0,0,1,0,-1,0,8,30,0,0,0,0,0,0,0,1,0,0,9,7,1,1,1,3,3,2,0,39,0,29,11,14,638.81,1,72,0,65.05,4.18,4687.7,0,0,2.3,0,6.52,0,0,0,1,40.75,3.71,2785,7.93,0,0,3.14,0,7.35,1,0,0,0,1,1,0,1,1,32,1,1,1,0,1,1,1,0,1,0,0,0,"4","0","September","3","0","1","5","-1","-1","-1","1","1","3","1","0","medium_spend_cust"
"1514",74,7,0,11,11,11.8,0.88,-0.12,0.41,-0.88,0,3,0,-1,-1,1,2,2,0,0,0,0,0,0,0,1,1,1,4,26,0,0,0,1,0,0,0,0,0,0,9,2,1,1,0,2,1,1,0,25,0,13,8,7,88.28,0,41,0,9.3,2.23,365.4,0,0,2.66,0,6.44,0,0,0,1,27,3.3,1005,6.91,0,0,2.82,0,6.42,1,0,0,0,0,0,0,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,"4","1","February","2","1","1","3","1","5.4","1","5","2","3","2","0","low_spend_cust"
"1515",73,20,0,18,130,2.2,0.72,-0.34,2.15,0.76,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,1,0,1,23,1,0,0,0,0,0,0,1,0,0,1,4,1,0,1,1,2,2,0,14,0,14,7,5,187.72,0,34,0,12.9,2.56,464.4,1,31.25,3.44,1053.5,6.96,1,43.6,1388.4,1,16.25,2.79,510,6.23,1,38.35,3.65,1224.05,7.11,0,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,1,0,1,0,"4","1","April","1","0","1","5","0","79","1","4","3","3","2","2","medium_spend_cust"
"1516",26,14,0,3,37,8.6,0.99,-0.01,2.2,0.79,1,3,1,14,2,3,1,1,0,0,0,0,0,0,0,1,1,0,4,29,0,0,1,1,0,0,0,0,1,1,9,6,1,0,0,4,2,4,1,8,0,8,12,6,206.55,1,37,0,8.6,2.15,293.15,1,29.5,3.38,1150.8,7.05,0,0,0,1,16.25,2.79,565,6.34,0,0,2.64,0,6.09,0,0,0,1,1,0,1,0,1,21,1,1,1,0,0,0,0,0,0,1,0,1,"5","1","December","3","0","2","2","1","19.2","0","2","3","2","3","0","medium_spend_cust"
"1521",70,13,0,10,9,14.6,0.66,-0.41,0.65,-0.43,0,4,0,-1,-1,1,2,0,2,0,0,0,0,0,1,2,1,0,1,31,1,0,0,0,0,0,0,0,0,0,1,5,1,0,0,5,3,3,0,16,0,12,5,3,35.84,0,48,0,12.15,2.5,619.35,0,0,2.71,0,6.63,0,0,0,1,30,3.4,1395,7.24,0,0,2.54,0,6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","1","March","2","1","4","5","0","3.9","0","3","4","3","2","0","low_spend_cust"
"1539",59,19,0,8,67,17.5,2.06,0.72,9.66,2.27,0,1,0,-1,-1,1,3,2,0,1,0,0,0,0,1,3,1,1,1,30,1,0,0,0,0,0,0,0,1,0,9,5,1,0,0,4,3,2,1,24,0,14,11,7,309.41,0,39,0,6.1,1.81,223.35,0,0,2.3,0,5.74,0,0,0,0,0,1.95,0,5.19,0,0,2.7,0,6.15,1,0,0,0,0,1,0,1,1,25,1,1,1,0,1,1,1,0,0,0,0,0,"5","1","June","2","0","1","5","0","31","0","3","4","3","2","2","medium_spend_cust"
"1551",46,16,1,8,44,1.4,0.08,-2.49,0.53,-0.63,0,5,1,13,2,4,1,0,0,0,1,0,0,0,1,1,1,0,8,42,0,0,0,1,0,1,0,1,0,0,9,2,1,0,0,3,4,1,0,18,0,16,8,5,188.35,0,39,1,10.15,2.32,398.3,1,29,3.37,1191.95,7.08,1,47.75,1745.7,1,18.5,2.92,720,6.58,1,41.7,3.73,1611,7.38,1,1,1,1,1,1,1,1,1,21,1,1,1,1,1,0,1,1,1,0,0,1,"5","0","June","1","0","1","4","1","18.2","1","2","4","4","3","4","medium_spend_cust"
"1552",43,20,0,5,73,8.3,1.45,0.37,4.61,1.53,0,4,1,15,3,2,1,1,0,0,0,0,0,0,1,0,-1,0,4,22,0,0,0,1,0,0,0,0,0,0,1,6,0,0,1,4,4,2,1,11,0,9,16,1,22.19,1,29,1,11.55,2.45,327.95,1,34.5,3.54,926.85,6.83,1,46.35,1375.75,1,14.75,2.69,380,5.94,1,62.5,4.14,1778.4,7.48,1,1,1,1,1,1,1,1,1,30,1,1,1,1,1,1,1,1,0,0,0,0,"1","1","January","1","0","3","4","-1","-1","-1","3","2","3","3","4","medium_spend_cust"
"1555",79,11,1,6,13,14.1,1.1,0.09,0.74,-0.31,0,3,1,13,2,2,1,1,0,0,0,0,0,0,0,2,0,0,1,20,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,1,3,0,13,0,12,6,4,175.94,0,48,0,10.85,2.38,557.35,0,0,2.79,0,6.7,0,0,0,1,28.25,3.34,1320,7.19,0,0,2.68,0,6.63,0,0,0,1,1,0,1,0,1,20,1,1,1,0,0,1,0,0,0,0,0,0,"1","0","July","2","1","2","4","1","5.8","0","3","4","4","2","0","low_spend_cust"
"1565",55,12,0,9,89,5.5,0.8,-0.22,4.09,1.41,0,5,1,16,3,2,2,1,1,0,0,0,0,0,1,1,1,0,5,24,0,0,0,1,1,0,0,0,0,0,9,6,0,0,0,4,1,4,0,8,0,5,16,6,155,1,24,0,5.15,1.64,117.7,1,31.5,3.45,699.8,6.55,0,0,0,1,20,3,435,6.08,1,21.75,3.08,513.35,6.24,0,1,1,1,1,1,1,0,1,22,1,1,1,1,0,0,0,1,0,1,0,0,"1","0","September","2","0","3","4","1","43.6","0","2","2","3","2","0","medium_spend_cust"
"1566",35,14,0,5,34,7.6,1.96,0.67,0.62,-0.47,0,4,0,-1,-1,1,2,2,0,0,0,0,0,0,0,2,1,1,1,27,1,0,0,0,1,0,0,0,0,0,9,3,0,0,0,3,2,1,1,6,0,4,12,0,0,0,15,0,7.2,1.97,132.75,0,0,2.3,0,4.76,0,0,0,0,0,1.75,0,4.01,0,0,2.72,0,5.29,0,0,0,0,0,0,0,0,1,23,1,1,1,0,0,0,0,0,0,0,0,0,"4","0","July","2","0","2","3","1","16","0","1","3","2","3","0","low_spend_cust"
"1567",64,18,0,21,10,9.5,0.23,-1.49,0.72,-0.32,0,4,1,17,4,4,0,0,0,0,0,0,0,0,1,1,0,1,4,29,1,0,0,1,0,1,0,0,0,0,1,3,0,1,0,2,4,3,0,33,0,23,12,5,47.35,0,57,0,11.7,2.46,597.85,0,0,2.46,0,6.58,0,0,0,1,7.25,1.98,385,5.95,0,0,2.7,0,6.87,1,0,0,0,0,0,0,0,1,17,1,0,0,0,0,0,0,0,1,0,0,0,"3","0","August","6","1","3","5","0","5.9","0","4","4","4","2","0","medium_spend_cust"
"1576",66,19,1,10,179,4.9,4.78,1.56,3.99,1.38,0,2,1,20,5,2,1,0,0,1,0,0,0,0,1,0,-1,0,6,21,0,1,0,1,0,1,0,1,0,0,9,4,0,0,1,1,4,1,0,24,0,22,4,7,337.47,0,60,0,14.85,2.7,891.3,1,17.5,2.86,1063.9,6.97,1,45.9,2784.25,1,19.5,2.97,1135,7.03,0,0,2.83,0,6.88,1,1,1,1,1,1,1,1,1,21,1,1,1,1,1,1,1,1,0,0,0,1,"2","0","December","1","0","1","4","-1","-1","-1","4","3","3","2","3","low_spend_cust"
"1581",30,11,1,7,28,7.7,0.65,-0.43,1.5,0.41,0,2,0,-1,-1,3,0,0,0,0,0,0,0,0,1,1,1,1,3,29,0,0,1,1,0,0,0,0,0,0,9,4,1,0,1,4,3,2,0,6,0,4,10,7,151.56,1,14,1,4.9,1.59,57.75,1,17,2.83,222.7,5.41,0,0,0,1,21.75,3.08,285,5.65,1,16.85,2.82,230.15,5.44,0,1,0,1,1,1,1,0,1,19,1,1,1,1,1,0,0,1,0,0,0,0,"1","0","September","6","0","1","2","1","13.4","0","2","3","2","1","0","low_spend_cust"
"1582",59,13,0,5,67,10.2,1.79,0.58,5.04,1.62,0,2,1,11,1,2,1,0,1,0,0,0,0,0,1,2,1,0,9,32,0,0,0,0,0,0,0,1,1,0,2,4,0,0,1,4,1,3,0,8,0,6,15,4,122.08,1,17,0,6.8,1.92,121,1,22,3.09,369.45,5.91,0,0,0,1,39.25,3.67,595,6.39,0,0,2.82,0,5.54,0,0,0,1,1,1,1,0,1,32,1,1,1,0,1,0,1,0,1,0,0,1,"5","1","October","2","0","3","4","0","24.6","1","3","1","3","3","0","medium_spend_cust"
"1589",73,17,0,20,12,7.7,0.17,-1.78,0.75,-0.28,0,5,0,-1,-1,1,6,0,0,0,0,0,0,6,1,2,0,0,1,27,1,0,0,1,1,0,0,0,0,0,9,1,0,0,1,3,1,2,0,36,0,25,10,0,0,0,66,0,22.15,3.1,1457.9,0,0,2.58,0,6.79,1,27.65,1795.3,1,20.25,3.01,1350,7.21,0,0,2.98,0,7.27,1,0,0,0,0,0,0,1,1,28,1,1,1,0,1,1,0,0,1,0,0,0,"1","0","April","1","1","1","4","0","4.9","0","5","4","2","2","0","low_spend_cust"
"1594",53,13,0,2,27,16.2,0.36,-1.03,4.02,1.39,0,3,1,12,2,2,1,1,0,0,0,0,0,0,0,4,1,1,1,23,1,0,0,1,0,0,1,1,0,1,9,4,0,0,0,3,3,2,0,7,0,4,12,2,27.55,1,15,1,5.25,1.66,84.4,1,29.5,3.38,438,6.08,0,0,0,1,18.25,2.9,260,5.56,1,37.05,3.61,560.85,6.33,0,1,1,1,1,1,1,0,1,15,1,1,1,0,1,1,1,1,0,1,0,1,"2","1","March","2","0","2","4","1","10.2","0","4","3","2","3","2","low_spend_cust"
"1597",65,14,0,4,9,12.5,0.28,-1.28,0.85,-0.16,0,1,1,15,3,3,5,3,2,0,0,0,0,0,0,3,1,0,1,32,1,0,1,0,0,0,0,0,0,1,9,5,0,0,0,1,3,4,0,27,0,24,7,7,76.34,0,66,0,33.2,3.5,2161.8,0,0,2.35,0,6.47,0,0,0,1,12.5,2.53,745,6.61,0,0,2.9,0,7.11,1,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,1,1,0,0,"1","0","December","2","1","2","4","0","4.2","0","4","2","3","2","0","low_spend_cust"
"1603",31,9,0,10,28,10.8,1.63,0.49,1.4,0.33,0,3,0,-1,-1,2,7,0,0,1,0,0,0,6,0,2,1,0,1,26,1,0,0,0,0,0,0,0,0,1,9,5,0,0,1,5,1,3,0,13,0,10,9,4,116.43,1,29,0,8.7,2.16,238.4,0,0,2.44,0,5.46,0,0,0,0,0,2.28,0,5.08,0,0,2.68,0,5.67,0,0,0,1,1,0,0,0,1,19,1,1,1,0,0,1,1,0,1,0,0,0,"3","1","September","5","0","1","2","0","17.3","1","1","1","1","1","0","medium_spend_cust"
"1610",32,15,0,2,49,18.8,3.71,1.31,5.5,1.7,1,4,1,16,3,5,1,1,0,0,0,0,0,0,1,1,1,0,3,24,1,0,1,0,0,0,0,0,0,0,1,5,0,0,0,4,1,1,1,14,1,14,7,5,127.51,0,56,0,14.7,2.69,826.9,1,29.5,3.38,1678.95,7.43,0,0,0,1,14,2.64,715,6.57,0,0,2.89,0,6.84,0,0,0,1,1,1,1,0,1,22,1,1,1,0,1,0,1,0,0,0,0,0,"1","1","July","2","0","4","3","1","20.8","1","2","2","1","3","0","medium_spend_cust"
"1612",60,10,0,24,22,8.5,0.98,-0.02,0.89,-0.12,0,5,1,16,3,2,1,0,1,0,0,0,0,0,0,3,1,1,8,25,1,0,0,1,1,0,0,1,0,0,9,4,0,0,1,3,3,3,0,26,0,21,3,1,16.97,1,55,0,10.1,2.31,582.8,1,24.25,3.19,1309.3,7.18,0,0,0,1,11.5,2.44,635,6.45,0,0,2.92,0,6.91,0,0,0,1,1,0,1,0,1,17,1,1,1,0,0,0,1,0,0,0,0,0,"5","0","July","6","1","2","3","1","8.1","1","2","4","1","2","0","low_spend_cust"
"1619",34,14,0,10,24,3.8,0.38,-0.97,0.53,-0.63,0,4,1,15,3,3,2,2,0,0,0,0,0,0,1,1,0,1,1,17,1,0,0,1,0,0,0,0,0,0,2,6,0,1,0,2,2,1,0,16,0,15,7,7,155.09,0,55,0,11.65,2.46,596.9,1,21.75,3.08,1205.5,7.09,0,0,0,1,8.75,2.17,425,6.05,0,0,2.9,0,6.85,0,0,0,1,1,1,1,0,1,18,1,1,1,0,0,0,1,0,1,0,0,0,"2","0","July","6","0","4","3","1","14","0","3","1","1","1","0","low_spend_cust"
"1622",65,14,0,13,70,26.1,8.68,2.16,9.59,2.26,1,2,0,-1,-1,1,3,0,1,0,0,2,0,0,1,5,1,0,1,18,1,0,0,1,0,0,0,0,0,0,9,6,0,1,1,3,2,4,1,35,0,28,11,5,136.57,1,69,0,20.9,3.04,1482.5,1,31.25,3.44,2105.8,7.65,1,41.1,2737.15,1,31,3.43,1940,7.57,0,0,3.16,0,7.39,1,0,0,0,1,0,1,1,1,20,1,1,1,0,0,0,1,0,0,0,0,0,"1","1","April","2","0","1","5","1","38.8","1","4","4","3","1","0","medium_spend_cust"
"1629",20,13,0,1,24,9.9,0.89,-0.12,1.49,0.4,0,1,0,-1,-1,2,0,0,0,0,0,0,0,0,1,2,1,0,10,22,1,0,1,0,0,0,0,1,0,1,9,4,0,1,0,3,2,2,0,3,1,3,14,3,73.01,0,6,0,2.35,0.85,5.75,0,0,2.53,0,2.88,0,0,0,0,0,2.51,0,2.4,0,0,2.72,0,2.8,0,0,0,1,1,0,1,0,1,15,1,1,1,0,1,0,0,0,0,0,1,0,"1","0","March","3","0","1","1","1","10.5","0","2","4","3","1","0","medium_spend_cust"
"1639",46,17,1,6,84,5.9,0.84,-0.17,4.11,1.41,0,2,0,-1,-1,1,5,0,0,0,0,0,0,5,0,3,1,0,1,27,1,1,0,0,1,0,1,0,0,0,9,4,0,0,1,4,2,1,0,15,0,5,9,8,839.4,1,22,0,6.75,1.91,153.55,1,25.75,3.25,557.55,6.32,0,0,0,1,18.75,2.93,350,5.86,1,46.3,3.84,887.5,6.79,1,1,1,1,1,1,1,0,1,19,1,1,1,1,1,1,0,0,0,0,0,0,"1","0","November","2","0","2","3","1","30.6","0","1","2","3","1","0","medium_spend_cust"
"1644",66,15,0,15,51,9.7,1.06,0.06,3.88,1.36,0,5,0,-1,-1,1,1,0,1,0,0,0,0,0,1,2,1,0,5,35,0,0,0,0,1,0,0,0,0,0,9,4,0,1,0,1,1,4,0,29,0,23,11,7,390.9,0,65,0,14.7,2.69,949.35,0,0,2.46,0,6.73,0,0,0,1,34,3.53,2255,7.72,0,0,2.72,0,7.04,1,0,0,0,0,0,0,0,1,13,1,1,1,0,0,0,0,0,1,0,0,0,"4","0","September","3","0","1","5","0","18.6","0","4","1","1","3","0","medium_spend_cust"
"1650",55,11,1,7,29,7.4,0.55,-0.6,1.59,0.47,0,4,1,12,2,2,0,0,0,0,0,0,0,0,0,6,1,0,1,22,1,1,0,1,0,0,0,0,0,0,9,6,1,0,1,2,2,3,0,26,0,24,9,4,114.65,0,56,0,15.8,2.76,866.75,1,22,3.09,1267.9,7.15,0,0,0,1,14.75,2.69,735,6.6,0,0,2.94,0,6.88,1,0,0,1,0,1,1,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0,"3","0","July","1","0","2","4","0","19.1","1","3","2","3","2","0","medium_spend_cust"
"1658",61,13,0,5,38,7.4,1.02,0.02,1.79,0.58,0,4,1,14,2,3,0,0,0,0,0,0,0,0,1,2,1,0,1,23,1,0,1,0,0,0,0,1,0,0,1,5,0,0,1,2,3,3,0,23,0,21,0,2,15.08,0,49,0,5.35,1.68,248,0,0,2.3,0,6.11,1,31,1509.25,1,13.25,2.58,620,6.43,0,0,2.82,0,6.65,0,0,0,0,0,0,0,0,1,10,1,1,1,0,1,0,0,0,1,0,0,0,"2","0","September","2","0","1","3","1","20.1","1","3","3","2","1","1","low_spend_cust"
